split,feature_0,feature_1,feature_2,class_0,class_1,class_2,class_3,class_4,class_5,class_6
test,-3.440089464187622,-1.940342664718628,0.5006536245346069,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-3.1201093196868896,-2.8122494220733643,-3.0696499347686768,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.7204022407531738,2.727658748626709,-0.17517191171646118,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.1844422817230225,2.647085189819336,1.2850621938705444,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.1017274856567383,2.9448800086975098,-2.2178921699523926,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.0369783490896225,2.1526107788085938,3.6985137462615967,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.4386272430419922,4.048388481140137,-4.13044548034668,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-3.7648873329162598,4.945143222808838,-2.6007041931152344,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,0.8740949630737305,9.100811004638672,-0.4883119463920593,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.19156815111637115,1.607823371887207,-0.6241976022720337,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.7623447179794312,4.024159908294678,-0.726699948310852,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.0089752674102783,2.680927276611328,-0.15914872288703918,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,2.4632277488708496,5.645876884460449,-1.2529951333999634,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.1062737703323364,2.4503891468048096,4.804168701171875,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,4.692458629608154,5.163563251495361,-3.7236452102661133,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,0.2702329456806183,9.056214332580566,-0.707514762878418,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.0322389155626297,2.157559633255005,-0.42740702629089355,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.5552998781204224,0.7909844517707825,-0.3882257640361786,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,2.436798334121704,2.267303943634033,2.411371946334839,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.37553226947784424,5.630072593688965,-1.5502735376358032,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.4244797229766846,7.022867679595947,-0.9579763412475586,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,1.9883825778961182,7.940396308898926,0.7531523108482361,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-5.052351474761963,5.170896530151367,-2.120473623275757,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.6100156307220459,1.248709797859192,-0.5759518146514893,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.1926754713058472,1.2175322771072388,1.5912176370620728,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,3.353502035140991,0.47195160388946533,0.5102950930595398,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,4.529202938079834,0.3536069393157959,-0.27813535928726196,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.3715909719467163,-2.257380962371826,2.217787742614746,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-3.3965084552764893,0.9833804368972778,3.814790725708008,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-5.927892684936523,2.828700065612793,-1.352291464805603,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.15138038992881775,1.5944772958755493,-0.5294883847236633,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.0547435283660889,2.027282953262329,-0.35914602875709534,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.8425065279006958,-0.6337880492210388,0.6320074796676636,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.9305537343025208,5.009161472320557,1.84352445602417,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.8029181957244873,-1.8087762594223022,-2.7574939727783203,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,0.33229860663414,7.091414451599121,-3.467461347579956,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-5.460530757904053,2.2089900970458984,-3.0233638286590576,0.0,0.0,0.0,0.0,0.0,0.0,1.0
origin,0.9356924992489998,2.107824431284463,-0.1811649073192999,,,,,,,
